Title,Genre,Rating,Gross,Director,Star1,Star2,Star3,Star4,,,,,
Shanghai,"
Crime, Mystery, Thriller            ",7.2,NA,Dibakar Banerjee,Emraan Hashmi,Abhay Deol,Prasenjit Chatterjee,Kalki Koechlin,,,,,
,,,,,,,,,,,,,
Son of Sardaar,"
Action, Comedy            ",4,$0.71M,Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt,Sonakshi Sinha,,,,,
,,,,,,,,,,,,,
Tere Naal Love Ho Gaya,"
Comedy, Drama, Romance            ",5.8,$0.18M,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri,Tinnu Anand,,,,,
,,,,,,,,,,,,,
Teri Meri Kahaani,"
Comedy, Drama, Romance            ",4.7,$0.67M,Kunal Kohli,Shahid Kapoor,Priyanka Chopra,Prachi Desai,Neha Sharma,,,,,
,,,,,,,,,,,,,
Tezz,"
Action, Crime, Drama            ",3.9,NA,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal,Kangana Ranaut,,,,,
,,,,,,,,,,,,,
Will You Marry Me,"
Drama            ",NA,NA,,,,,,,,,,
,,,,,,,,,,,,,
Fukrey,"
Comedy, Drama, Romance            ",6.9,$0.12M,Mrighdeep Lamba,Pulkit Samrat,Manjot Singh,Ali Fazal,Varun Sharma,,,,,
,,,,,,,,,,,,,
3G - A Killer Connection,"
Horror, Sci-Fi, Thriller            ",3.6,NA,Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,Mrinalini Sharma,,,,,
,,,,,,,,,,,,,
Akaash Vani,"
Drama, Romance            ",6.2,NA,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar,Gautam Mehra,,,,,
,,,,,,,,,,,,,
Ankur Arora Murder Case,"
Drama, Thriller            ",6.5,NA,Sohail Tatari,Kay Kay Menon,Visshesh Tiwari,Tisca Chopra,Arjun Mathur,,,,,
,,,,,,,,,,,,,
Bajatey Raho,"
Comedy, Drama, Thriller            ",5.3,NA,Shashant Shah,Tusshar Kapoor,Vinay Pathak,Ranvir Shorey,Dolly Ahluwalia,,,,,
,,,,,,,,,,,,,
Besharam,"
Action, Comedy, Romance            ",3.6,$0.50M,Abhinav Kashyap,Ranbir Kapoor,Pallavi Sharda,Rishi Kapoor,Neetu Singh,,,,,
,,,,,,,,,,,,,
Gippi,"
Comedy, Drama            ",5.6,NA,Sonam Nair,Riya Vij,Taaha Shah Badusha,Acchui,Anjali,,,,,
,,,,,,,,,,,,,
Issaq,"
Drama, Romance            ",4.4,NA,Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan,Prashant Narayanan,,,,,
,,,,,,,,,,,,,
Jackpot,"
Comedy, Thriller            ",2,NA,Kaizad Gustad,Naseeruddin Shah,Sunny Leone,Sachiin Joshi,Bharath Niwas,,,,,
,,,,,,,,,,,,,
John Day,"
Drama            ",5.7,NA,Ahishor Solomon,Naseeruddin Shah,Randeep Hooda,Elena Kazan,Shernaz Patel,,,,,
,,,,,,,,,,,,,
Himmatwala,"
Action, Comedy            ",1.7,$0.27M,Sajid Khan,Ajay Devgn,Tamannaah Bhatia,Mahesh Manjrekar,Paresh Rawal,,,,,
,,,,,,,,,,,,,
"I, Me aur Main","
Comedy, Drama, Musical            ",4.6,NA,Kapil Sharma,John Abraham,Chitrangda Singh,Prachi Desai,Zarina Wahab,,,,,
,,,,,,,,,,,,,
Matru ki Bijlee ka Mandola,"
Comedy, Drama            ",5.6,NA,Vishal Bhardwaj,Pankaj Kapur,Imran Khan,Anushka Sharma,Arya Babbar,,,,,
,,,,,,,,,,,,,
Nautanki Saala!,"
Comedy            ",5.8,NA,Rohan Sippy,Ayushmann Khurrana,Kunaal Roy Kapur,Pooja Salvi,Gaelyn Mendonca,,,,,
,,,,,,,,,,,,,
Paapi - Ek Satya Katha,"
Crime            ",3.9,NA,Aziz Sejawal,Arya Babbar,Pooja Bharti,Prasenjit Chatterjee,Rajesh Sharma,,,,,
,,,,,,,,,,,,,
Policegiri,"
Action, Comedy            ",4,NA,K.S. Ravikumar,Sanjay Dutt,Prachi Desai,Prakash Raj,Om Puri,,,,,
,,,,,,,,,,,,,
Rajdhani Express,"
Action, Drama, Thriller            ",2.9,NA,Ashok Kohli,Jimmy Sheirgill,Ishrat Ali,Nishant Balgovind,Sayali Bhagat,,,,,
,,,,,,,,,,,,,
Rangrezz,"
Action, Drama            ",5.2,$0.01M,Priyadarshan,Jackky Bhagnani,Priya Anand,Rajpal Yadav,Amitosh Nagpal,,,,,
,,,,,,,,,,,,,
Singh Saab the Great,"
Action, Drama            ",5.7,$0.22M,Anil Sharma,Sunny Deol,Urvashi Rautela,Prakash Raj,Amrita Rao,,,,,
,,,,,,,,,,,,,
Shorts,"
Drama            ",6.5,NA,Neeraj Ghaywan,Siddharth Gupt,Rohit Pandey,Anirban Roy,Shlok Sharma,,,,,
,,,,,,,,,,,,,
Special Chabbis,"
Crime, Drama, Thriller            ",8,$1.08M,Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee,Jimmy Sheirgill,,,,,
,,,,,,,,,,,,,
War Chod Na Yaar,"
Comedy, War            ",5.5,NA,Faraz Haider,Sharman Joshi,Soha Ali Khan,Javed Jaffrey,Sanjay Mishra,,,,,
,,,,,,,,,,,,,
What the Fish,"
Adventure, Comedy, Drama            ",5.1,NA,Gurmmeet Singh,Manu Rishi Chadha,Naresh Gosain,Dimple Kapadia,Deepti Pujari,,,,,
,,,,,,,,,,,,,
Kya Dilli Kya Lahore,"
Drama, History, War            ",7.4,NA,Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha,Raj Zutshi,,,,,
,,,,,,,,,,,,,
One by Two,"
Comedy, Drama, Romance            ",4.1,NA,Devika Bhagat,Abhay Deol,Preeti Desai,Lillete Dubey,Rati Agnihotri,,,,,
,,,,,,,,,,,,,
Gulaab Gang,"
Action, Drama            ",6.1,NA,Soumik Sen,Madhuri Dixit,Juhi Chawla,Divya Jagdale,Priyanka Bose,,,,,
,,,,,,,,,,,,,
Youngistaan,"
Drama            ",5.1,NA,Syed Ahmad Afzal,Jackky Bhagnani,Neha Sharma,Farooq Shaikh,Boman Irani,,,,,
,,,,,,,,,,,,,
Sooper Se Ooper,"
Comedy            ",4.3,NA,Shekhar Ghosh,Tinnu Anand,Mahesh Balraj,Mithilesh Chaturvedi,Vir Das,,,,,
,,,,,,,,,,,,,
Mr Joe B. Carvalho,"
Action, Comedy, Mystery            ",3.6,NA,Samir Tewari,Arshad Warsi,Soha Ali Khan,Naatak Amaan,Rajesh Balwani,,,,,
,,,,,,,,,,,,,
Total Siyapaa,"
Comedy, Drama, Romance            ",5,NA,Eeshwar Nivas,Ali Zafar,Yami Gautam,Anupam Kher,Kiron Kher,,,,,
,,,,,,,,,,,,,
Dishkiyaoon,"
Action, Thriller            ",5.2,NA,Sanamjit Singh Talwar,Harman Baweja,Harsh Chhaya,Sunny Deol,Rajit Kapoor,,,,,
,,,,,,,,,,,,,
Fugly,"
Drama, Thriller            ",4.7,NA,Kabir Sadanand,Jimmy Sheirgill,Mohit Marwah,Kiara Advani,Vijender Singh,,,,,
,,,,,,,,,,,,,
Gang of Ghosts,"
Comedy, Horror            ",3.6,NA,Satish Kaushik,Sharman Joshi,Mahie Gill,Asrani,Lankesh Bhardwaj,,,,,
,,,,,,,,,,,,,
Highway,"
Crime, Drama, Romance            ",7.6,$0.53M,Imtiaz Ali,Alia Bhatt,Randeep Hooda,Durgesh Kumar,Pradeep Nagar,,,,,
,,,,,,,,,,,,,
Kaanchi,"
Drama, Musical, Romance            ",4.3,NA,Subhash Ghai,Kartik Aaryan,Mishti,Rishi Kapoor,Mithun Chakraborty,,,,,
,,,,,,,,,,,,,
Kuku Mathur Ki Jhand Ho Gayi,"
Comedy, Romance            ",5.4,NA,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Somesh Agarwal,Pallavi Batra,,,,,
,,,,,,,,,,,,,
Paranthe Wali Gali,"
Drama, Romance            ",5.1,NA,Sachin Gupta,Mohinder Gujral,Yuvraj Haral,Vijayant Kohli,Neha Pawar,,,,,
,,,,,,,,,,,,,
Purani Jeans,"
Drama            ",6.2,NA,Tanushri Chattrji Bassu,Tanuj Virwani,Izabelle Leite,Aditya Seal,Raghav Raj Kakker,,,,,
,,,,,,,,,,,,,
Once Upon a Time in Mumbai Dobaara!,"
Action, Crime, Drama            ",4.6,NA,Milan Luthria,Akshay Kumar,Imran Khan,Sonakshi Sinha,Sonali Bendre,,,,,
,,,,,,,,,,,,,
Koyelaanchal,"
Action, Drama            ",5.6,NA,Ashu Trikha,Kannan Arunachalam,Biswanath Basu,Vinod Khanna,Roopali Krishnarao,,,,,
,,,,,,,,,,,,,
Bobby Jasoos,"
Comedy, Drama, Thriller            ",5.5,NA,Samar Shaikh,Vidya Balan,Ali Fazal,Mahima A,Abhishek C,,,,,
,,,,,,,,,,,,,
Dedh Ishqiya,"
Comedy, Drama, Romance            ",7.1,NA,Abhishek Chaubey,Madhuri Dixit,Naseeruddin Shah,Arshad Warsi,Huma Qureshi,,,,,
,,,,,,,,,,,,,
Happy New Year,"
Action, Comedy, Music            ",5.1,NA,Farah Khan,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Anupam Kher,,,,,
,,,,,,,,,,,,,
Miss Lovely,"
Crime, Drama, Romance            ",6.3,NA,Ashim Ahluwalia,Nawazuddin Siddiqui,Niharika Singh,Anil George,Zeena Bhatia,,,,,
,,,,,,,,,,,,,
Paapi - Ek Satya Katha,"
Crime            ",3.9,NA,Aziz Sejawal,Arya Babbar,Pooja Bharti,Prasenjit Chatterjee,Rajesh Sharma,,,,,
,,,,,,,,,,,,,
Sonali Cable,"
Comedy, Drama            ",5.5,NA,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal,Swanand Kirkire,,,,,
,,,,,,,,,,,,,
Gollu aur Pappu,"
Comedy            ",4.5,NA,Kabir Sadanand,Dimple Kapadia,Deepak Tijori,Kunaal Roy Kapur,Vir Das,,,,,
,,,,,,,,,,,,,
It's Entertainment,"
Action, Comedy            ",4.5,NA,Sajid,Farhad Samji,Akshay Kumar,Tamannaah Bhatia,Johnny Lever,,,,,
,,,,,,,,,,,,,
City Lights,"
Drama, Thriller            ",7.3,NA,Hansal Mehta,Rajkummar Rao,Patralekhaa Paul,Manav Kaul,Khushboo Upadhyay,,,,,
,,,,,,,,,,,,,
Samrat & Co.,"
Mystery, Thriller            ",6.3,NA,Kaushik Ghatak,Rajeev Khandelwal,Madalsa Sharma,Gopal Dutt,Girish Karnad,,,,,
,,,,,,,,,,,,,
Sixteen,"
Drama, Romance, Thriller            ",6.3,NA,Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani,Highphill Mathew,,,,,
,,,,,,,,,,,,,
Ghanchakkar,"
Comedy, Crime, Thriller            ",5.8,$0.20M,Raj Kumar Gupta,Emraan Hashmi,Vidya Balan,Raj Kumar Gupta,Rajesh Sharma,,,,,
,,,,,,,,,,,,,
Shirin Farhad Ki Toh Nikal Padi,"
Romance            ",NA,NA,Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi,Kavin Dave,,,,,
,,,,,,,,,,,,,
Khoobsurat,"
Comedy, Romance            ",NA,$0.71M,Shashanka Ghosh,Sonam Kapoor,Fawad Khan,Ratna Pathak Shah,Kiron Kher,,,,,
,,,,,,,,,,,,,
Kochadaiiyaan,"
Animation, Action            ",6.4,$0.66M,Soundarya R. Ashwin,Rajinikanth,Deepika Padukone,Sarath Kumar,Jackie Shroff,,,,,
,,,,,,,,,,,,,
Zila Ghaziabad,"
Action, Crime, Thriller            ",3.5,NA,Anand Kumar,Vivek Oberoi,Sanjay Dutt,Arshad Warsi,Paresh Rawal,,,,,
,,,,,,,,,,,,,
Satyagraha,"
Drama            ",5.9,$0.74M,Prakash Jha,Amitabh Bachchan,Manoj Bajpayee,Kareena Kapoor,Ajay Devgn,,,,,
,,,,,,,,,,,,,
Yaariyan,"
Drama, Romance            ",2.7,NA,Divya Khosla Kumar,Himansh Kohli,Rakul Preet Singh,Nicole Faria,Shreyas Porus Pardiwalla,,,,,
,,,,,,,,,,,,,
Amit Sahni Ki List,"
Comedy, Romance            ",5.5,NA,Ajay Bhuyan,Vir Das,Vega Tamotia,Anindita Nayar,Kavi Shastri,,,,,
,,,,,,,,,,,,,
Zid,"
Crime, Thriller            ",4.4,NA,Vivek Agnihotri,Mannara Chopra,Karanvir Sharma,Shradha Das,Denzil Smith,,,,,
,,,,,,,,,,,,,
The Shaukeens,"
Comedy            ",5,NA,Abhishek Sharma,Akshay Kumar,Lisa Haydon,Anupam Kher,Rajni Basumatary,,,,,
,,,,,,,,,,,,,
Hate Story 2,"
Drama, Thriller            ",4.4,NA,Vishal Pandya,Jay Bhanushali,Surveen Chawla,Sushant Singh,Siddharth Kher,,,,,
,,,,,,,,,,,,,
Action Jackson,"
Action, Thriller            ",3.2,NA,Prabhu Deva,Prabhas,Shahid Kapoor,Ajay Devgn,Sonakshi Sinha,,,,,
,,,,,,,,,,,,,
Kick,"
Action, Comedy            ",5.3,$2.46M,Sajid Nadiadwala,Salman Khan,Jacqueline Fernandez,Nawazuddin Siddiqui,Randeep Hooda,,,,,
,,,,,,,,,,,,,
Margarita with a Straw,"
Drama            ",7.2,NA,Shonali Bose,Nilesh Maniyar,Kalki Koechlin,Revathy,Sayani Gupta,,,,,
,,,,,,,,,,,,,
Ekkees Toppon Ki Salaami,"
Comedy            ",6.1,NA,Ravindra Gautam,Anupam Kher,Neha Dhupia,Divyendu Sharma,Manu Rishi Chadha,,,,,
,,,,,,,,,,,,,
Jai Ho,"
Action, Drama            ",5.2,$1.25M,Sohail Khan,Salman Khan,Daisy Shah,Tabu,Danny Denzongpa,,,,,
,,,,,,,,,,,,,
Singham Returns,"
Action, Drama            ",5.7,$1.23M,Rohit Shetty,Anupam Kher,Kareena Kapoor,Ajay Devgn,Pankaj Tripathi,,,,,
,,,,,,,,,,,,,
Badlapur,"
Action, Crime, Drama            ",7.4,$0.37M,Sriram Raghavan,Varun Dhawan,Nawazuddin Siddiqui,Yami Gautam,Huma Qureshi,,,,,
,,,,,,,,,,,,,
Bahubali: The Beginning,"
Action, Drama            ",8.1,$6.74M,S.S. Rajamouli,Prabhas,Rana Daggubati,Ramya Krishnan,Sathyaraj,,,,,
,,,,,,,,,,,,,
Drishyam,"
Crime, Drama, Mystery            ",8.3,$0.74M,Nishikant Kamat,Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor,,,,,
,,,,,,,,,,,,,
Bajirao Mastani,"
Action, Drama, History            ",7.2,$6.56M,Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Priyanka Chopra,Tanvi Azmi,,,,,
,,,,,,,,,,,,,
Baby,"
Action, Thriller            ",8,NA,Neeraj Pandey,Akshay Kumar,Danny Denzongpa,Rana Daggubati,Taapsee Pannu,,,,,
,,,,,,,,,,,,,
Bajrangi Bhaijaan,"
Action, Comedy, Drama            ",8,$8.18M,Kabir Khan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,Kareena Kapoor,,,,,
,,,,,,,,,,,,,
Dil Dhadakne Do,"
Comedy, Drama, Romance            ",6.8,NA,Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra,Ranveer Singh,,,,,
,,,,,,,,,,,,,
Gabbar is Back,"
Action            ",7.1,NA,Radha Krishna Jagarlamudi,Akshay Kumar,Kareena Kapoor,Jaideep Ahlawat,Shruti Haasan,,,,,
,,,,,,,,,,,,,
Hamari Adhuri Kahani,"
Drama, Romance            ",6.7,$0.24M,Mohit Suri,Emraan Hashmi,Rajkummar Rao,Vidya Balan,Anil George,,,,,
,,,,,,,,,,,,,
Hunterrr,"
Comedy, Romance            ",7,NA,Harshavardhan Kulkarni,Gulshan Devaiah,Radhika Apte,Sai Tamhankar,Veera Saxena,,,,,
,,,,,,,,,,,,,
I Love NY,"
Comedy, Romance            ",3.6,NA,Radhika Rao,Vinay Sapru,Sunny Deol,Kangana Ranaut,Prem Chopra,,,,,
,,,,,,,,,,,,,
Kuch Kuch Locha Hai,"
Comedy, Drama            ",2.5,NA,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma,Navdeep Chhabra,,,,,
,,,,,,,,,,,,,
Miss Tanakpur Haazir Ho,"
Comedy, Crime, Family            ",5.4,NA,Kapri Vinod,Anup Das,Rahul Bagga,Hrishitaa Bhatt,Brijendra Kala,,,,,
,,,,,,,,,,,,,
Mr. X,"
Action, Crime, Sci-Fi            ",3.7,$0.03M,Vikram Bhatt,Emraan Hashmi,Amyra Dastur,Tanmay Bhat,Sushil Pandey,,,,,
,,,,,,,,,,,,,
P Se PM Tak,"
Comedy, Drama            ",3.9,NA,Kundan Shah,Meenakshi Dixit,Indrajeet Soni,Bharat Jadhav,Yashpal Sharma,,,,,
,,,,,,,,,,,,,
Phantom,"
Action, Drama, Thriller            ",5.8,$0.21M,Kabir Khan,Saif Ali Khan,Katrina Kaif,Sabyasachi Chakrabarty,Rajesh Tailang,,,,,
,,,,,,,,,,,,,
Tevar,"
Action, Drama, Romance            ",4.1,NA,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee,Deepti Naval,,,,,
,,,,,,,,,,,,,
Welcome Back,"
Action, Comedy, Crime            ",4.2,$1.39M,Anees Bazmee,Anil Kapoor,Nana Patekar,Dimple Kapadia,John Abraham,,,,,
,,,,,,,,,,,,,
Airlift,"
Drama, History            ",8,NA,Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra,Prakash Belawadi,,,,,
,,,,,,,,,,,,,
Bangistan,"
Comedy, Drama            ",4.6,NA,Karan Anshuman,Saharsh Kumar Shukla,Jacqueline Fernandez,Michalina Olszanska,Riteish Deshmukh,,,,,
,,,,,,,,,,,,,
X: Past Is Present,"
Drama, Mystery, Romance            ",5.5,NA,Hemant Gaba,Pratim D. Gupta,Sudhish Kamath,Nalan Kumarasamy,Anu Menon,Suparn Verma,Rajat Kapoor,Radhika Apte,Bidita Bag,Piaa Bajpai
,,,,,,,,,,,,,
Monsoon Wedding,"
Comedy, Drama, Romance            ",7.3,$13.88M,Mira Nair,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Vijay Raaz,,,,,
,,,,,,,,,,,,,
Guddu Rangeela,"
Comedy, Drama            ",5.3,NA,Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy,Aditi Rao Hydari,,,,,
,,,,,,,,,,,,,
Bombay Velvet,"
Action, Crime, Drama            ",5.7,NA,Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar,Satyadeep Misra,,,,,
,,,,,,,,,,,,,
Yaara Silly Silly,"
Romance            ",5.6,NA,Subhash Sehgal,Parambrata Chattopadhyay,Paoli Dam,Eva Grover,Vidya Malvade,,,,,
,,,,,,,,,,,,,
A New Love Ishtory,"
Romance            ",6.3,NA,John Mathew Matthan,Gurpreet Kaur Chadha,Smita Jaykar,Vijay Patkar,Rajkummar Rao,,,,,
,,,,,,,,,,,,,
Murder 3,"
Drama, Mystery, Thriller            ",4.9,NA,Vishesh Bhatt,Randeep Hooda,Aditi Rao Hydari,Sara Loren,Rajesh Shringarpore,,,,,
,,,,,,,,,,,,,
Mickey Virus,"
Comedy, Thriller            ",6.1,NA,Saurabh Varma,Manish Paul,Dean Alexandrou,Elli Avrram,Varun Badola,,,,,
,,,,,,,,,,,,,
Saare Jahaan Se Mehnga...,"
Comedy, Drama            ",7.1,NA,Anshul Sharma,Vishwa Mohan Badola,Ranjan Chhabra,Zakir Hussain,Sanjay Mishra,,,,,
,,,,,,,,,,,,,
Saheb Biwi Aur Gangster Returns,"
Action, Crime, Drama            ",6.8,NA,Tigmanshu Dhulia,Jimmy Sheirgill,Mahie Gill,Irrfan Khan,Soha Ali Khan,,,,,
,,,,,,,,,,,,,
Bhaag Johnny,"
Action, Fantasy, Thriller            ",5.1,NA,Shivam Nair,Kunal Khemu,Zoa Morani,Mandana Karimi,Manasi Scott,,,,,
,,,,,,,,,,,,,
Fast & Furious,"
Action, Adventure, Thriller            ",6.6,$155.06M,Justin Lin,Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster,,,,,
,,,,,,,,,,,,,
Ko,"
Action, Thriller            ",7.8,NA,K.V. Anand,Jiiva,Ajmal Ameer,Karthika Nair,Piaa Bajpai,,,,,
,,,,,,,,,,,,,
Wazir,"
Action, Crime, Drama            ",7.1,$0.59M,Bejoy Nambiar,Amitabh Bachchan,Farhan Akhtar,Aditi Rao Hydari,John Abraham,,,,,
,,,,,,,,,,,,,
Singh Is Bliing,"
Action, Comedy            ",5.1,$0.92M,Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta,Kay Kay Menon,,,,,
,,,,,,,,,,,,,
Housefull 3,"
Action, Comedy            ",5.1,$1.16M,Sajid,Farhad Samji,Akshay Kumar,Abhishek Bachchan,Riteish Deshmukh,,,,,
,,,,,,,,,,,,,
Ragini MMS 2,"
Horror            ",3.8,NA,Bhushan Patel,Sunny Leone,Saahil Prem,Parvin Dabas,Sandhya Mridul,,,,,
,,,,,,,,,,,,,
Saala Khadoos,"
Action, Drama, Sport            ",7.6,$0.08M,Sudha Kongara,Madhavan,Nassar,Radha Ravi,Kaali Venkat,,,,,
,,,,,,,,,,,,,
Tamasha,"
Comedy, Drama, Romance            ",7.2,$1.98M,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Piyush Mishra,Javed Sheikh,,,,,
,,,,,,,,,,,,,
Sultan,"
Action, Drama, Sport            ",7,$6.20M,Ali Abbas Zafar,Salman Khan,Anushka Sharma,Kubbra Sait,Marko Zaror,,,,,
,,,,,,,,,,,,,
Fitoor,"
Drama, Romance            ",5.4,$0.51M,Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,Tabu,Rahul Bhat,,,,,
,,,,,,,,,,,,,
Pyaar Ka Punchnama 2,"
Comedy, Drama, Romance            ",7.3,$0.22M,Luv Ranjan,Kartik Aaryan,Omkar Kapoor,Sunny Singh Nijjar,Nushrat Bharucha,,,,,
,,,,,,,,,,,,,
Pyaar Ka Punchnama,"
Comedy, Drama, Romance            ",7.7,NA,Luv Ranjan,Kartik Aaryan,Raayo S. Bakhirta,Divyendu Sharma,Nushrat Bharucha,,,,,
,,,,,,,,,,,,,
Fan,"
Action, Drama, Thriller            ",7.1,$1.36M,Maneesh Sharma,Shah Rukh Khan,Sayani Gupta,Carolina Main,Shriya Pilgaonkar,,,,,
,,,,,,,,,,,,,
Maari,"
Action, Comedy, Drama            ",6.2,NA,Balaji Mohan,Dhanush,Kajal Aggarwal,Vijay Yesudas,Robo Shankar,,,,,
,,,,,,,,,,,,,
Dishoom,"
Action, Adventure, Comedy            ",5.1,$0.44M,Rohit Dhawan,John Abraham,Varun Dhawan,Nargis Fakhri,Jacqueline Fernandez,,,,,
,,,,,,,,,,,,,
Pappu Can't Dance Saala,"
Comedy, Drama, Romance            ",6.5,NA,Saurabh Shukla,Vinay Pathak,Neha Dhupia,Rajat Kapoor,Brijendra Kala,,,,,
,,,,,,,,,,,,,
Aashiqui 2,"
Drama, Music, Musical            ",7,NA,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa,Salil Acharya,,,,,
,,,,,,,,,,,,,
Dilwale,"
Action, Comedy, Romance            ",5.2,$4.83M,Rohit Shetty,Shah Rukh Khan,Kajol,Varun Dhawan,Kriti Sanon,,,,,
,,,,,,,,,,,,,
Sarbjit,"
Biography, Drama            ",7.2,NA,Omung Kumar,Randeep Hooda,Aishwarya Rai Bachchan,Richa Chadha,Darshan Kumaar,,,,,
,,,,,,,,,,,,,
Rustom,"
Crime, Drama, Thriller            ",7.1,$1.09M,Dharmendra Suresh Desai,Akshay Kumar,Manoj Bajpayee,Hiten Patel,Ileana D'Cruz,,,,,
,,,,,,,,,,,,,
Zindagi 50 50,"
Comedy, Drama            ",2.7,NA,Rajiv S. Ruia,Veena Malik,Riya Sen,Rajan Verma,Arya Babbar,,,,,
,,,,,,,,,,,,,
Inkaar,"
Drama, Romance, Thriller            ",6.1,NA,Sudhir Mishra,Arjun Rampal,Chitrangda Singh,Vipin Sharma,Mithun Rodwittiya,,,,,
,,,,,,,,,,,,,
Sharafat Gayi Tel Lene,"
Comedy, Drama, Mystery            ",5.1,NA,Gurmmeet Singh,Zayed Khan,Tina Desai,Anupam Kher,Rannvijay Singh,,,,,
,,,,,,,,,,,,,
Ramaiya Vastavaiya,"
Action, Drama, Romance            ",5.6,NA,Prabhu Deva,Shruti Haasan,Girish Taurani,Randhir Kapoor,Sonu Sood,,,,,
,,,,,,,,,,,,,
Jayantabhai Ki Luv Story,"
Action, Comedy, Romance            ",5.3,NA,Vinnil Markan,Vivek Oberoi,Neha Sharma,Rahul Singh,Nikhil Ratnaparkhi,,,,,
,,,,,,,,,,,,,
Mary Kom,"
Action, Biography, Drama            ",6.8,$0.59M,Omung Kumar,Priyanka Chopra,Sunil Thapa,Robin Das,Rajni Basumatary,,,,,
,,,,,,,,,,,,,
Will You Marry Me,"
Comedy            ",5.2,NA,Aditya Datt,Shreyas Talpade,Rajeev Khandelwal,Mugdha Godse,Muzammil Ibrahim,,,,,
,,,,,,,,,,,,,
Zanjeer,"
Action, Drama            ",3.2,NA,Apoorva Lakhia,Ram Charan,Priyanka Chopra,Sanjay Dutt,Prakash Raj,,,,,
,,,,,,,,,,,,,
Pink,"
Drama, Thriller            ",8.2,$1.24M,Aniruddha Roy Chowdhury,Taapsee Pannu,Amitabh Bachchan,Kirti Kulhari,Andrea Tariang,,,,,
,,,,,,,,,,,,,
Ek Thi Daayan,"
Horror, Romance, Thriller            ",5.7,NA,Kannan Iyer,Emraan Hashmi,Konkona Sen Sharma,Kalki Koechlin,Huma Qureshi,,,,,
,,,,,,,,,,,,,
Race 2,"
Action, Crime, Thriller            ",5.3,$1.58M,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Saif Ali Khan,Anil Kapoor,John Abraham,,,,,
,,,,,,,,,,,,,
David,"
Action, Crime, Drama            ",6.2,NA,Bejoy Nambiar,Vikram,Neil Nitin Mukesh,Vinay Virmani,Tabu,,,,,
,,,,,,,,,,,,,
Jolly LLB,"
Comedy, Drama            ",7.5,NA,Subhash Kapoor,Arshad Warsi,Amrita Rao,Boman Irani,Saurabh Shukla,,,,,
,,,,,,,,,,,,,
Go Goa Gone,"
Action, Adventure, Comedy            ",6.6,$0.30M,Krishna D.K.,Raj Nidimoru,Saif Ali Khan,Kunal Khemu,Vir Das,,,,,
,,,,,,,,,,,,,
Aurangzeb,"
Action, Drama, Thriller            ",6.5,NA,Atul Sabharwal,Arjun Kapoor,Sasha Aagha,Prithviraj Sukumaran,Rishi Kapoor,,,,,
,,,,,,,,,,,,,
Yeh Jawaani Hai Deewani,"
Comedy, Drama, Musical            ",7.1,$3.83M,Ayan Mukherjee,Ranbir Kapoor,Deepika Padukone,Aditya Roy Kapoor,Kalki Koechlin,,,,,
,,,,,,,,,,,,,
Lootera,"
Drama, Romance            ",7.3,$0.38M,Vikramaditya Motwane,Ranveer Singh,Sonakshi Sinha,Barun Chanda,Adil Hussain,,,,,
,,,,,,,,,,,,,
Bhaag Milkha Bhaag,"
Biography, Drama, Sport            ",8.2,$1.63M,Rakeysh Omprakash Mehra,Farhan Akhtar,Sonam Kapoor,Pavan Malhotra,Art Malik,,,,,
,,,,,,,,,,,,,
Chennai Express,"
Action, Comedy            ",6,$5.31M,Rohit Shetty,Deepika Padukone,Shah Rukh Khan,Sathyaraj,Nikitin Dheer,,,,,
